YEAR,age_category,HIV,SEROTYPE,viable_case_count
2015,40 - 44 years,Unknown,25A/38,2
2015,40 - 44 years,Unknown,25F,1
2015,40 - 44 years,Unknown,3,4
2015,40 - 44 years,Unknown,31,3
2015,40 - 44 years,Unknown,33D,2
2015,40 - 44 years,Unknown,34,1
2015,40 - 44 years,Unknown,35A,1
2015,40 - 44 years,Unknown,35B,4
2015,40 - 44 years,Unknown,36,1
2015,40 - 44 years,Unknown,4,7
2015,40 - 44 years,Unknown,6A,5
2015,40 - 44 years,Unknown,6C,2
2015,40 - 44 years,Unknown,7C,2
2015,40 - 44 years,Unknown,7F,3
2015,40 - 44 years,Unknown,8,11
2015,40 - 44 years,Unknown,9N,3
2015,40 - 44 years,Unknown,9V,2
2015,45 - 49 years,Negative,1,1
2015,45 - 49 years,Negative,10A,1
2015,45 - 49 years,Negative,19A,1
2015,45 - 49 years,Negative,22F,1
2015,45 - 49 years,Negative,4,1
2015,45 - 49 years,Negative,8,4
2015,45 - 49 years,Positive,1,2
2015,45 - 49 years,Positive,12F,4
2015,45 - 49 years,Positive,14,2
2015,45 - 49 years,Positive,15A,1
2015,45 - 49 years,Positive,15B/C,1
2015,45 - 49 years,Positive,15F,1
2015,45 - 49 years,Positive,16F,1
2015,45 - 49 years,Positive,17F,3
2015,45 - 49 years,Positive,18F,1
2015,45 - 49 years,Positive,19A,2
2015,45 - 49 years,Positive,19F,1
2015,45 - 49 years,Positive,20,1
2015,45 - 49 years,Positive,22F,3
2015,45 - 49 years,Positive,23A,1
2015,45 - 49 years,Positive,23F,1
2015,45 - 49 years,Positive,3,3
2015,45 - 49 years,Positive,33D,1
2015,45 - 49 years,Positive,35B,2
2015,45 - 49 years,Positive,4,1
2015,45 - 49 years,Positive,6A,1
2015,45 - 49 years,Positive,8,2
2015,45 - 49 years,Unknown,1,1
2015,45 - 49 years,Unknown,10A,3
2015,45 - 49 years,Unknown,11A,1
2015,45 - 49 years,Unknown,12F,17
2015,45 - 49 years,Unknown,13,1
2015,45 - 49 years,Unknown,14,1
2015,45 - 49 years,Unknown,15A,5
2015,45 - 49 years,Unknown,15B/C,2
2015,45 - 49 years,Unknown,16F,6
2015,45 - 49 years,Unknown,17F,3
2015,45 - 49 years,Unknown,18A,1
2015,45 - 49 years,Unknown,19A,11
2015,45 - 49 years,Unknown,19F,5
2015,45 - 49 years,Unknown,21,1
2015,45 - 49 years,Unknown,22A,1
2015,45 - 49 years,Unknown,22F,2
2015,45 - 49 years,Unknown,23A,2
2015,45 - 49 years,Unknown,23F,2
2015,45 - 49 years,Unknown,25A/38,1
2015,45 - 49 years,Unknown,25F,1
2015,45 - 49 years,Unknown,3,5
2015,45 - 49 years,Unknown,33D,1
2015,45 - 49 years,Unknown,34,1
2015,45 - 49 years,Unknown,35F,1
2015,45 - 49 years,Unknown,4,5
2015,45 - 49 years,Unknown,6A,2
2015,45 - 49 years,Unknown,7C,2
2015,45 - 49 years,Unknown,8,11
2015,45 - 49 years,Unknown,9N,3
2015,45 - 49 years,Unknown,9V,2
2015,45 - 49 years,Unknown,NT,1
2015,50 - 54 years,Negative,10A,1
2015,50 - 54 years,Negative,12F,1
2015,50 - 54 years,Negative,19A,2
2015,50 - 54 years,Negative,3,1
2015,50 - 54 years,Positive,1,1
2015,50 - 54 years,Positive,10A,1
2015,50 - 54 years,Positive,12F,4
2015,50 - 54 years,Positive,14,1
2015,50 - 54 years,Positive,15A,1
2015,50 - 54 years,Positive,15F,2
2015,50 - 54 years,Positive,18C,1
2015,50 - 54 years,Positive,19A,3
2015,50 - 54 years,Positive,19F,1
2015,50 - 54 years,Positive,21,1
2015,50 - 54 years,Positive,22F,1
2015,50 - 54 years,Positive,23F,1
2015,50 - 54 years,Positive,25A/38,1
2015,50 - 54 years,Positive,3,1
2015,50 - 54 years,Positive,33F,1
2015,50 - 54 years,Positive,6A,1
2015,50 - 54 years,Positive,6B,1
2015,50 - 54 years,Positive,8,2
2015,50 - 54 years,Positive,9N,2
2015,50 - 54 years,Unknown,10A,4
2015,50 - 54 years,Unknown,10F,1
2015,50 - 54 years,Unknown,11A,3
2015,50 - 54 years,Unknown,12F,8
2015,50 - 54 years,Unknown,13,2
2015,50 - 54 years,Unknown,14,1
2015,50 - 54 years,Unknown,15A,2
2015,50 - 54 years,Unknown,16F,4
2015,50 - 54 years,Unknown,18A,1
2015,50 - 54 years,Unknown,18C,1
2015,50 - 54 years,Unknown,19A,8
2015,50 - 54 years,Unknown,19F,1
2015,50 - 54 years,Unknown,22F,2
2015,50 - 54 years,Unknown,23A,1
2015,50 - 54 years,Unknown,23B,1
2015,50 - 54 years,Unknown,23F,1
2015,50 - 54 years,Unknown,3,2
2015,50 - 54 years,Unknown,31,4
2015,50 - 54 years,Unknown,35B,2
2015,50 - 54 years,Unknown,4,4
2015,50 - 54 years,Unknown,6A,1
2015,50 - 54 years,Unknown,6B,2
2015,50 - 54 years,Unknown,6C,2
2015,50 - 54 years,Unknown,7C,2
2015,50 - 54 years,Unknown,7F,1
2015,50 - 54 years,Unknown,8,14
2015,50 - 54 years,Unknown,9N,2
2015,55 - 59 years,Negative,12F,2
2015,55 - 59 years,Negative,15A,1
2015,55 - 59 years,Negative,16F,1
2015,55 - 59 years,Negative,3,1
2015,55 - 59 years,Negative,7C,1
2015,55 - 59 years,Negative,8,1
2015,55 - 59 years,Positive,13,1
2015,55 - 59 years,Positive,14,1
2015,55 - 59 years,Positive,15B/C,2
2015,55 - 59 years,Positive,18F,1
2015,55 - 59 years,Positive,19A,2
2015,55 - 59 years,Positive,22F,1
2015,55 - 59 years,Positive,23A,1
2015,55 - 59 years,Positive,3,1
2015,55 - 59 years,Positive,6C,1
2015,55 - 59 years,Positive,7F,1
2015,55 - 59 years,Positive,8,1
2015,55 - 59 years,Positive,9N,1
2015,55 - 59 years,Positive,9V,1
2015,55 - 59 years,Unknown,1,1
2015,55 - 59 years,Unknown,10A,4
2015,55 - 59 years,Unknown,11A,1
2015,55 - 59 years,Unknown,12F,8
2015,55 - 59 years,Unknown,15A,4
2015,55 - 59 years,Unknown,15B/C,1
2015,55 - 59 years,Unknown,16F,2
2015,55 - 59 years,Unknown,17F,1
2015,55 - 59 years,Unknown,18C,1
2015,55 - 59 years,Unknown,19A,9
2015,55 - 59 years,Unknown,19B,2
2015,55 - 59 years,Unknown,19F,2
2015,55 - 59 years,Unknown,22F,3
2015,55 - 59 years,Unknown,23A,4
2015,55 - 59 years,Unknown,23B,2
2015,55 - 59 years,Unknown,23F,1
2015,55 - 59 years,Unknown,25A/38,1
2015,55 - 59 years,Unknown,29,1
2015,55 - 59 years,Unknown,3,7
2015,55 - 59 years,Unknown,33D,1
2015,55 - 59 years,Unknown,34,1
2015,55 - 59 years,Unknown,35B,2
2015,55 - 59 years,Unknown,4,3
2015,55 - 59 years,Unknown,6A,2
2015,55 - 59 years,Unknown,6B,1
2015,55 - 59 years,Unknown,6C,2
2015,55 - 59 years,Unknown,7C,1
2015,55 - 59 years,Unknown,8,5
2015,55 - 59 years,Unknown,9L,1
2015,55 - 59 years,Unknown,9N,3
2015,55 - 59 years,Unknown,9V,1
2015,60 - 64 years,Negative,12F,2
2015,60 - 64 years,Negative,13,1
2015,60 - 64 years,Negative,19A,1
2015,60 - 64 years,Negative,8,1
2015,60 - 64 years,Negative,9N,1
2015,60 - 64 years,Positive,10A,1
2015,60 - 64 years,Positive,13,1
2015,60 - 64 years,Positive,3,1
2015,60 - 64 years,Positive,7C,1
2015,60 - 64 years,Positive,8,2
2015,60 - 64 years,Unknown,10A,1
2015,60 - 64 years,Unknown,12F,6
2015,60 - 64 years,Unknown,13,1
2015,60 - 64 years,Unknown,14,1
2015,60 - 64 years,Unknown,15A,4
2015,60 - 64 years,Unknown,15B/C,2
2015,60 - 64 years,Unknown,16F,2
2015,60 - 64 years,Unknown,17F,2
2015,60 - 64 years,Unknown,18A,1
2015,60 - 64 years,Unknown,18C,1
2015,60 - 64 years,Unknown,19A,6
2015,60 - 64 years,Unknown,22F,1
2015,60 - 64 years,Unknown,23A,1
2015,60 - 64 years,Unknown,23B,1
2015,60 - 64 years,Unknown,23F,2
2015,60 - 64 years,Unknown,24,1
2015,60 - 64 years,Unknown,25A/38,1
2015,60 - 64 years,Unknown,28A,1
2015,60 - 64 years,Unknown,3,2
2015,60 - 64 years,Unknown,31,1
2015,60 - 64 years,Unknown,34,2
2015,60 - 64 years,Unknown,35B,1
2015,60 - 64 years,Unknown,4,5
2015,60 - 64 years,Unknown,6C,1
2015,60 - 64 years,Unknown,7C,1
2015,60 - 64 years,Unknown,8,6
2015,60 - 64 years,Unknown,9N,2
2015,65 - 69 years,Negative,15A,1
2015,65 - 69 years,Negative,19F,1
2015,65 - 69 years,Negative,3,1
2015,65 - 69 years,Negative,35B,1
2015,65 - 69 years,Negative,8,1
2015,65 - 69 years,Positive,11A,1
2015,65 - 69 years,Positive,19A,1
2015,65 - 69 years,Positive,19F,1
2015,65 - 69 years,Positive,25A/38,1
2015,65 - 69 years,Positive,3,1
2015,65 - 69 years,Unknown,10A,1
2015,65 - 69 years,Unknown,13,2
2015,65 - 69 years,Unknown,15B/C,1
2015,65 - 69 years,Unknown,18C,1
2015,65 - 69 years,Unknown,19A,2
2015,65 - 69 years,Unknown,19F,2
2015,65 - 69 years,Unknown,21,1
2015,65 - 69 years,Unknown,22F,2
2015,65 - 69 years,Unknown,23F,1
2015,65 - 69 years,Unknown,24,1
2015,65 - 69 years,Unknown,3,2
2015,65 - 69 years,Unknown,31,2
2015,65 - 69 years,Unknown,33F,1
2015,65 - 69 years,Unknown,4,2
2015,65 - 69 years,Unknown,6A,1
2015,65 - 69 years,Unknown,6C,1
2015,65 - 69 years,Unknown,7F,1
2015,65 - 69 years,Unknown,8,5
2015,65 - 69 years,Unknown,9N,5
2015,70 - 74 years,Negative,8,1
2015,70 - 74 years,Unknown,1,1
2015,70 - 74 years,Unknown,12F,4
2015,70 - 74 years,Unknown,13,1
2015,70 - 74 years,Unknown,16F,1
2015,70 - 74 years,Unknown,19A,1
2015,70 - 74 years,Unknown,19F,1
2015,70 - 74 years,Unknown,22F,1
2015,70 - 74 years,Unknown,23A,1
2015,70 - 74 years,Unknown,23B,1
2015,70 - 74 years,Unknown,24,1
2015,70 - 74 years,Unknown,25A/38,1
2015,70 - 74 years,Unknown,3,2
2015,70 - 74 years,Unknown,31,3
2015,70 - 74 years,Unknown,6B,1
2015,70 - 74 years,Unknown,7F,2
2015,70 - 74 years,Unknown,8,2
2015,70 - 74 years,Unknown,9N,1
2015,70 - 74 years,Unknown,NT,1
2015,75 - 79 years,Negative,12F,1
2015,75 - 79 years,Negative,15B/C,1
2015,75 - 79 years,Negative,3,1
2015,75 - 79 years,Unknown,11A,2
2015,75 - 79 years,Unknown,12F,3
2015,75 - 79 years,Unknown,13,1
2015,75 - 79 years,Unknown,15A,3
2015,75 - 79 years,Unknown,16F,1
2015,75 - 79 years,Unknown,18A,1
2015,75 - 79 years,Unknown,19A,3
2015,75 - 79 years,Unknown,22F,3
2015,75 - 79 years,Unknown,23A,2
2015,75 - 79 years,Unknown,35B,1
2015,75 - 79 years,Unknown,4,1
2015,75 - 79 years,Unknown,6B,1
2015,75 - 79 years,Unknown,6C,1
2015,75 - 79 years,Unknown,8,2
2015,80 - 84 years,Negative,14,1
2015,80 - 84 years,Positive,22F,1
2015,80 - 84 years,Unknown,10A,1
2015,80 - 84 years,Unknown,11A,1
2015,80 - 84 years,Unknown,15A,2
2015,80 - 84 years,Unknown,16F,1
2015,80 - 84 years,Unknown,21,1
2015,80 - 84 years,Unknown,22F,2
2015,80 - 84 years,Unknown,23F,1
2015,80 - 84 years,Unknown,31,1
2015,80 - 84 years,Unknown,33F,2
2015,80 - 84 years,Unknown,4,1
2015,80 - 84 years,Unknown,6A,1
2015,80 - 84 years,Unknown,7F,1
2015,80 - 84 years,Unknown,8,2
2015,80 - 84 years,Unknown,9N,1
2015,85 - 89 years,Unknown,12F,2
2015,85 - 89 years,Unknown,15A,1
2015,85 - 89 years,Unknown,17F,1
2015,85 - 89 years,Unknown,18C,1
2015,85 - 89 years,Unknown,19A,1
2015,85 - 89 years,Unknown,21,1
2015,85 - 89 years,Unknown,25A/38,2
2015,85 - 89 years,Unknown,35B,1
2015,85 - 89 years,Unknown,6A,1
2015,85 - 89 years,Unknown,6C,1
2015,85 - 89 years,Unknown,8,1
2015,85 - 89 years,Unknown,9N,2
2015,90 - 94 years,Negative,12F,1
2015,90 - 94 years,Unknown,15A,1
2015,90 - 94 years,Unknown,23A,1
2015,90 - 94 years,Unknown,25A/38,1
2015,90 - 94 years,Unknown,3,1
2015,90 - 94 years,Unknown,7C,1
2015,90 - 94 years,Unknown,8,3
2015,95 - 99 years,Unknown,4,1
2015,95 - 99 years,Unknown,8,1
2015,Unknown,Unknown,1,4
2015,Unknown,Unknown,10A,3
2015,Unknown,Unknown,12F,4
2015,Unknown,Unknown,13,1
2015,Unknown,Unknown,15A,2
2015,Unknown,Unknown,16F,4
2015,Unknown,Unknown,17F,1
2015,Unknown,Unknown,18C,1
2015,Unknown,Unknown,18F,1
2015,Unknown,Unknown,19A,3
2015,Unknown,Unknown,19F,1
2015,Unknown,Unknown,22F,1
2015,Unknown,Unknown,23B,1
2015,Unknown,Unknown,24,1
2015,Unknown,Unknown,25A/38,2
2015,Unknown,Unknown,3,5
2015,Unknown,Unknown,31,1
2015,Unknown,Unknown,4,4
2015,Unknown,Unknown,6C,1
2015,Unknown,Unknown,7C,1
2015,Unknown,Unknown,8,4
2015,Unknown,Unknown,9N,2
2016,0 - 5 months,Negative,10A,1
2016,0 - 5 months,Negative,12F,3
2016,0 - 5 months,Negative,15A,1
2016,0 - 5 months,Negative,17F,1
2016,0 - 5 months,Negative,19F,1
2016,0 - 5 months,Negative,23A,1
2016,0 - 5 months,Negative,23B,2
2016,0 - 5 months,Negative,28F,1
2016,0 - 5 months,Negative,3,1
2016,0 - 5 months,Negative,34,1
2016,0 - 5 months,Negative,35B,2
2016,0 - 5 months,Negative,35F,1
2016,0 - 5 months,Negative,6A,1
2016,0 - 5 months,Negative,6B,1
2016,0 - 5 months,Negative,8,4
2016,0 - 5 months,Negative,9N,1
2016,0 - 5 months,Positive,12F,1
2016,0 - 5 months,Positive,14,1
2016,0 - 5 months,Positive,15A,1
2016,0 - 5 months,Positive,15B/C,1
2016,0 - 5 months,Positive,28A,1
2016,0 - 5 months,Positive,7C,1
2016,0 - 5 months,Positive,8,1
2016,0 - 5 months,Unknown,1,1
2016,0 - 5 months,Unknown,10A,2
2016,0 - 5 months,Unknown,12F,2
2016,0 - 5 months,Unknown,13,4
2016,0 - 5 months,Unknown,15A,3
2016,0 - 5 months,Unknown,15B/C,2
2016,0 - 5 months,Unknown,15F,1
2016,0 - 5 months,Unknown,18C,2
2016,0 - 5 months,Unknown,19A,2
2016,0 - 5 months,Unknown,19F,1
2016,0 - 5 months,Unknown,21,1
2016,0 - 5 months,Unknown,23A,1
2016,0 - 5 months,Unknown,3,2
2016,0 - 5 months,Unknown,33D,1
2016,0 - 5 months,Unknown,35B,6
2016,0 - 5 months,Unknown,4,2
2016,0 - 5 months,Unknown,6C,3
2016,0 - 5 months,Unknown,7F,1
2016,0 - 5 months,Unknown,8,23
2016,6 - 11 months,Negative,12F,1
2016,6 - 11 months,Negative,13,1
2016,6 - 11 months,Negative,14,1
2016,6 - 11 months,Negative,15B/C,1
2016,6 - 11 months,Negative,16F,1
2016,6 - 11 months,Negative,17F,1
2016,6 - 11 months,Negative,21,1
2016,6 - 11 months,Negative,22F,1
2016,6 - 11 months,Negative,35B,3
2016,6 - 11 months,Negative,8,4
2016,6 - 11 months,Positive,10A,1
2016,6 - 11 months,Positive,17F,1
2016,6 - 11 months,Positive,22F,1
2016,6 - 11 months,Unknown,10A,1
2016,6 - 11 months,Unknown,12F,2
2016,6 - 11 months,Unknown,14,1
2016,6 - 11 months,Unknown,15A,3
2016,6 - 11 months,Unknown,16F,1
2016,6 - 11 months,Unknown,19A,3
2016,6 - 11 months,Unknown,19F,3
2016,6 - 11 months,Unknown,21,1
2016,6 - 11 months,Unknown,22F,1
2016,6 - 11 months,Unknown,23B,1
2016,6 - 11 months,Unknown,23F,1
2016,6 - 11 months,Unknown,3,1
2016,6 - 11 months,Unknown,35B,5
2016,6 - 11 months,Unknown,38,1
2016,6 - 11 months,Unknown,4,1
2016,6 - 11 months,Unknown,8,3
2016,12 - 17 months,Negative,16F,1
2016,12 - 17 months,Negative,17F,1
2016,12 - 17 months,Negative,19F,1
2016,12 - 17 months,Negative,3,1
2016,12 - 17 months,Negative,35B,1
2016,12 - 17 months,Negative,8,1
2016,12 - 17 months,Negative,NEG38,1
2016,12 - 17 months,Positive,35B,1
2016,12 - 17 months,Positive,6C,1
2016,12 - 17 months,Unknown,10A,1
2016,12 - 17 months,Unknown,12F,3
2016,12 - 17 months,Unknown,15B/C,2
2016,12 - 17 months,Unknown,16F,1
2016,12 - 17 months,Unknown,19F,1
2016,12 - 17 months,Unknown,21,3
2016,12 - 17 months,Unknown,22F,1
2016,12 - 17 months,Unknown,23B,1
2016,12 - 17 months,Unknown,24,2
2016,12 - 17 months,Unknown,35B,1
2016,12 - 17 months,Unknown,6A,1
2016,18 - 23 months,Negative,15B/C,1
2016,18 - 23 months,Negative,23F,1
2016,18 - 23 months,Negative,35F,1
2016,18 - 23 months,Positive,10A,1
2016,18 - 23 months,Positive,19A,1
2016,18 - 23 months,Positive,6C,1
2016,18 - 23 months,Unknown,12F,1
2016,18 - 23 months,Unknown,13,1
2016,18 - 23 months,Unknown,15B/C,1
2016,18 - 23 months,Unknown,16F,1
2016,18 - 23 months,Unknown,17F,1
2016,18 - 23 months,Unknown,19A,3
2016,18 - 23 months,Unknown,20,1
2016,18 - 23 months,Unknown,23F,1
2016,18 - 23 months,Unknown,33F,2
2016,18 - 23 months,Unknown,35B,1
2016,24 - 29 months,Negative,11A,1
2016,24 - 29 months,Negative,6B,1
2016,24 - 29 months,Positive,15A,1
2016,24 - 29 months,Positive,15B/C,1
2016,24 - 29 months,Positive,16F,1
2016,24 - 29 months,Unknown,10A,1
2016,24 - 29 months,Unknown,12F,1
2016,24 - 29 months,Unknown,16F,1
2016,24 - 29 months,Unknown,19F,1
2016,24 - 29 months,Unknown,23B,1
2016,24 - 29 months,Unknown,34,1
2016,24 - 29 months,Unknown,35A,1
2016,24 - 29 months,Unknown,9N,1
2016,30 - 35 months,Negative,12B/F,1
2016,30 - 35 months,Negative,19A,2
2016,30 - 35 months,Unknown,12F,1
2016,30 - 35 months,Unknown,14,1
2016,30 - 35 months,Unknown,15B/C,1
2016,30 - 35 months,Unknown,19A,1
2016,30 - 35 months,Unknown,19F,1
2016,30 - 35 months,Unknown,34,1
2016,30 - 35 months,Unknown,4,1
2016,30 - 35 months,Unknown,6C,1
2016,30 - 35 months,Unknown,8,1
2016,36 - 41 months,Positive,19A,1
2016,36 - 41 months,Positive,6C,1
2016,36 - 41 months,Positive,8,1
2016,36 - 41 months,Unknown,13,1
2016,36 - 41 months,Unknown,16F,1
2016,36 - 41 months,Unknown,19B,1
2016,36 - 41 months,Unknown,19F,1
2016,36 - 41 months,Unknown,23A,1
2016,36 - 41 months,Unknown,25A/38,1
2016,36 - 41 months,Unknown,NEG38,1
2016,42 - 47 months,Negative,19F,1
2016,42 - 47 months,Unknown,13,1
2016,42 - 47 months,Unknown,19A,1
2016,48 - 53 months,Negative,19F,1
2016,48 - 53 months,Positive,8,1
2016,48 - 53 months,Unknown,15B/C,1
2016,48 - 53 months,Unknown,23F,1
2016,48 - 53 months,Unknown,3,1
2016,48 - 53 months,Unknown,35B,1
2016,48 - 53 months,Unknown,8,1
2016,54 - 59 months,Unknown,14,1
2016,54 - 59 months,Unknown,15A,1
2016,54 - 59 months,Unknown,19F,1
2016,54 - 59 months,Unknown,35F,1
2016,5 - 9 years,Negative,1,2
2016,5 - 9 years,Negative,15A,2
2016,5 - 9 years,Negative,15B/C,1
2016,5 - 9 years,Negative,19F,1
2016,5 - 9 years,Negative,8,2
2016,5 - 9 years,Negative,9N,2
2016,5 - 9 years,Positive,10A,1
2016,5 - 9 years,Positive,12F,1
2016,5 - 9 years,Positive,15A,1
2016,5 - 9 years,Positive,16F,1
2016,5 - 9 years,Positive,21,1
2016,5 - 9 years,Positive,23F,1
2016,5 - 9 years,Positive,6B,1
2016,5 - 9 years,Positive,8,1
2016,5 - 9 years,Unknown,1,2
2016,5 - 9 years,Unknown,15B/C,2
2016,5 - 9 years,Unknown,17F,3
2016,5 - 9 years,Unknown,19A,2
2016,5 - 9 years,Unknown,19F,3
2016,5 - 9 years,Unknown,23A,1
2016,5 - 9 years,Unknown,3,2
2016,5 - 9 years,Unknown,31,1
2016,5 - 9 years,Unknown,4,1
2016,5 - 9 years,Unknown,6A,2
2016,5 - 9 years,Unknown,6B,1
2016,5 - 9 years,Unknown,8,2
2016,10 - 14 years,Negative,1,1
2016,10 - 14 years,Negative,18A,1
2016,10 - 14 years,Negative,19B,1
2016,10 - 14 years,Negative,19F,1
2016,10 - 14 years,Negative,23F,1
2016,10 - 14 years,Negative,3,1
2016,10 - 14 years,Negative,6B,1
2016,10 - 14 years,Positive,12F,2
2016,10 - 14 years,Positive,15B/C,1
2016,10 - 14 years,Positive,18C,1
2016,10 - 14 years,Positive,19F,1
2016,10 - 14 years,Unknown,1,2
2016,10 - 14 years,Unknown,10A,1
2016,10 - 14 years,Unknown,12F,1
2016,10 - 14 years,Unknown,15A,1
2016,10 - 14 years,Unknown,15B/C,1
2016,10 - 14 years,Unknown,17F,1
2016,10 - 14 years,Unknown,18C,2
2016,10 - 14 years,Unknown,19A,2
2016,10 - 14 years,Unknown,19B,1
2016,10 - 14 years,Unknown,19F,2
2016,10 - 14 years,Unknown,20,1
2016,10 - 14 years,Unknown,22F,1
2016,10 - 14 years,Unknown,23B,1
2016,10 - 14 years,Unknown,35B,1
2016,10 - 14 years,Unknown,35F,1
2016,10 - 14 years,Unknown,4,2
2016,10 - 14 years,Unknown,6B,1
2016,10 - 14 years,Unknown,8,1
2016,15 - 19 years,Negative,12F,1
2016,15 - 19 years,Negative,14,1
2016,15 - 19 years,Negative,16F,1
2016,15 - 19 years,Negative,19A,1
2016,15 - 19 years,Negative,3,1
2016,15 - 19 years,Negative,34,1
2016,15 - 19 years,Negative,35B,1
2016,15 - 19 years,Negative,8,1
2016,15 - 19 years,Positive,16F,1
2016,15 - 19 years,Positive,19A,1
2016,15 - 19 years,Positive,19F,1
2016,15 - 19 years,Positive,6A,1
2016,15 - 19 years,Positive,7F,1
2016,15 - 19 years,Unknown,10A,1
2016,15 - 19 years,Unknown,11A,1
2016,15 - 19 years,Unknown,12F,2
2016,15 - 19 years,Unknown,15A,1
2016,15 - 19 years,Unknown,15B/C,2
2016,15 - 19 years,Unknown,17F,1
2016,15 - 19 years,Unknown,19A,2
2016,15 - 19 years,Unknown,21,1
2016,15 - 19 years,Unknown,24,1
2016,15 - 19 years,Unknown,25A/38,1
2016,15 - 19 years,Unknown,3,1
2016,15 - 19 years,Unknown,34,1
2016,15 - 19 years,Unknown,6A,1
2016,15 - 19 years,Unknown,7F,1
2016,15 - 19 years,Unknown,8,2
2016,15 - 19 years,Unknown,9N,1
2016,20 - 24 years,Negative,19F,2
2016,20 - 24 years,Negative,21,1
2016,20 - 24 years,Negative,6A,1
2016,20 - 24 years,Positive,12F,1
2016,20 - 24 years,Positive,15A,2
2016,20 - 24 years,Positive,17F,1
2016,20 - 24 years,Positive,19A,3
2016,20 - 24 years,Positive,23A,2
2016,20 - 24 years,Positive,25F,1
2016,20 - 24 years,Positive,6B,1
2016,20 - 24 years,Positive,7B,1
2016,20 - 24 years,Positive,7F,1
2016,20 - 24 years,Positive,8,3
2016,20 - 24 years,Positive,9N,1
2016,20 - 24 years,Unknown,10A,1
2016,20 - 24 years,Unknown,11A,2
2016,20 - 24 years,Unknown,12F,4
2016,20 - 24 years,Unknown,14,1
2016,20 - 24 years,Unknown,15A,3
2016,20 - 24 years,Unknown,16F,1
2016,20 - 24 years,Unknown,18A,1
2016,20 - 24 years,Unknown,18C,1
2016,20 - 24 years,Unknown,19A,5
2016,20 - 24 years,Unknown,19F,2
2016,20 - 24 years,Unknown,22F,1
2016,20 - 24 years,Unknown,23A,2
2016,20 - 24 years,Unknown,23B,1
2016,20 - 24 years,Unknown,23F,1
2016,20 - 24 years,Unknown,25A/38,1
2016,20 - 24 years,Unknown,25F,2
2016,20 - 24 years,Unknown,3,3
2016,20 - 24 years,Unknown,34,2
2016,20 - 24 years,Unknown,35B,1
2016,20 - 24 years,Unknown,35F,1
2016,20 - 24 years,Unknown,4,2
2016,20 - 24 years,Unknown,48,1
2016,20 - 24 years,Unknown,7C,2
2016,20 - 24 years,Unknown,8,5
2016,20 - 24 years,Unknown,9N,3
2016,25 - 29 years,Negative,1,1
2016,25 - 29 years,Negative,11A,1
2016,25 - 29 years,Negative,31,1
2016,25 - 29 years,Negative,8,1
2016,25 - 29 years,Positive,10A,2
2016,25 - 29 years,Positive,10F,1
2016,25 - 29 years,Positive,11A,1
2016,25 - 29 years,Positive,12F,4
2016,25 - 29 years,Positive,13,1
2016,25 - 29 years,Positive,15B/C,1
2016,25 - 29 years,Positive,18C,1
2016,25 - 29 years,Positive,19A,1
2016,25 - 29 years,Positive,19F,1
2016,25 - 29 years,Positive,21,1
2016,25 - 29 years,Positive,23F,1
2016,25 - 29 years,Positive,25F,1
2016,25 - 29 years,Positive,3,1
2016,25 - 29 years,Positive,33D,2
2016,25 - 29 years,Positive,35B,1
2016,25 - 29 years,Positive,4,2
2016,25 - 29 years,Positive,6A,1
2016,25 - 29 years,Positive,6B,1
2016,25 - 29 years,Positive,7F,1
2016,25 - 29 years,Positive,8,2
2016,25 - 29 years,Positive,9N,1
2016,25 - 29 years,Positive,9V,1
2016,25 - 29 years,Unknown,1,4
2016,25 - 29 years,Unknown,11A,1
2016,25 - 29 years,Unknown,12F,6
2016,25 - 29 years,Unknown,13,1
2016,25 - 29 years,Unknown,14,1
2016,25 - 29 years,Unknown,15A,1
2016,25 - 29 years,Unknown,15B/C,1
2016,25 - 29 years,Unknown,16F,1
2016,25 - 29 years,Unknown,18C,1
